title,date,reference,url,calificacion,precio,contains,ciudad
habitacion privada #2,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/16658697?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=ec22c60e-3085-4185-b729-1ba5e10eb59d,"4.86,174",75920,"2 huéspedes,1 habitación,1 cama,1 baño privado,Aire acondicionado,Cocina",San Andres
Departamento con Vista al Mar,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/16202354?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=ec22c60e-3085-4185-b729-1ba5e10eb59d,"4.29,24",245000,"5 huéspedes,1 habitación,2 camas,1 baño compartido,Aire acondicionado,Cocina,Wifi",San Andres
Villa Real House - Habitación 3 (Confort),14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/38288238?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=ec22c60e-3085-4185-b729-1ba5e10eb59d,"4.73,15",140000,"2 huéspedes,1 habitación,1 cama,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Apartamento 1A,14 jun. – 18 jun.,Apartamento entero en San Andrés islas,https://www.airbnb.com.co/rooms/17252228?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=ec22c60e-3085-4185-b729-1ba5e10eb59d,"4.81,155",95791,"3 huéspedes,1 habitación,2 camas,1 baño,Aire acondicionado,Cocina",San Andres
San Andrés Living Native Lodge-3,14 jun. – 18 jun.,Casa de huéspedes entera en San Andrés,https://www.airbnb.com.co/rooms/13870427?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=ec22c60e-3085-4185-b729-1ba5e10eb59d,"5.0,4",91100,"2 huéspedes,1 habitación,1 cama,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Amazing ocean view  “BRISA”   at Casa Corales,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/25649076?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=ec22c60e-3085-4185-b729-1ba5e10eb59d,"4.91,88",344560,"4 huéspedes,1 habitación,3 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
CARIBE102,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/20712806?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=ec22c60e-3085-4185-b729-1ba5e10eb59d,"4.40,31",140160,"4 huéspedes,2 habitaciones,3 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
APARTAMENTO ENTERO !!! CAPACIDAD 7 PERSONAS.,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/24890340?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=ec22c60e-3085-4185-b729-1ba5e10eb59d,"4.67,22",99280,"7 huéspedes,2 habitaciones,7 camas,1 baño,Aire acondicionado,Cocina",San Andres
1 Bedroom Apartment With Beach Front,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/48626316?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=ec22c60e-3085-4185-b729-1ba5e10eb59d,,175200,"2 huéspedes,1 habitación,2 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Habitación Doble North Cay (5 min de la playa),14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/32361142?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=ec22c60e-3085-4185-b729-1ba5e10eb59d,"5.0,13",233600,"2 huéspedes,1 habitación,2 camas,1 baño privado,Aire acondicionado,Wifi",San Andres
edificio bahia fragata Apartamento 302,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/25687062?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=ec22c60e-3085-4185-b729-1ba5e10eb59d,"4.64,61",220126,"4 huéspedes,1 habitación,2 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
HABITACION #6 CASA HOSTEL SAN ANDRES,14 jun. – 18 jun.,Habitación privada en san andres islas,https://www.airbnb.com.co/rooms/34155567?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=ec22c60e-3085-4185-b729-1ba5e10eb59d,"4.71,14",70080,"3 huéspedes,1 habitación,1 cama,1 baño,Cocina",San Andres
departamento 301 bahia fragata,14 jun. – 18 jun.,Apartamento entero en San Andrés and Providencia,https://www.airbnb.com.co/rooms/26664266?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=ec22c60e-3085-4185-b729-1ba5e10eb59d,"4.68,47",234328,"4 huéspedes,Estudio,2 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Puesta del Sol-cartagena piso 19,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/23004493?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"4.71,134",188560,"4 huéspedes,2 habitaciones,3 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Habitación doble con balcón. Centro. Baño Interno,14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/31331688?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"4.50,58",106800,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado",Cartagena
"Casa FiGi, Colonial Studio Downtown",14 jun. – 18 jun.,Minicasa en Cartagena,https://www.airbnb.com.co/rooms/27898666?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"4.85,13",168856,"2 huéspedes,1 habitación,3 camas,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
"Apartment in Cartagena, best location and view",14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/47359657?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"5.0,3",291941,"4 huéspedes,1 habitación,2 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Oceanfront Room,14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/33365429?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"4.37,41",82934,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Piscina",Cartagena
Aparta estudio tipo loft A/A piscina para estrenar,14 jun. – 18 jun.,Loft entero en Cartagena,https://www.airbnb.com.co/rooms/46664664?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"4.50,6",129740,"3 huéspedes,1 habitación,2 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Marmulata Apartasuite Loft # 3,14 jun. – 18 jun.,Loft entero en Cartagena,https://www.airbnb.com.co/rooms/45775197?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"4.55,33",145416,"4 huéspedes,Estudio,2 camas,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
APTO COMPLETO VISTA  PLAYA /CENTRO DE CONVENCIONES,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/37710127?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"4.93,46",136824,"2 huéspedes,Estudio,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
Super Luxury 1 BR Private Jacuzzi!,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/30300434?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"4.85,67",386996,"4 huéspedes,1 habitación,1 cama,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
hab. privada Casa Colonial jacuzzi y vista Bahía,14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/47474989?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"4.75,4",171988,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Cocina",Cartagena
"Apt. inside walled city, AC, city and sea view",14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/31779690?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"4.92,119",158481,"3 huéspedes,1 habitación,2 camas,1 baño,Wifi,Aire acondicionado",Cartagena
"Casa de la  Pilo, habitacion #3 - Getsemaní",14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/27962471?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"4.86,133",81759,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado",Cartagena
1Br/ Pescador de atardeceres del mar Caribe,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/18023510?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"4.13,8",226872,"4 huéspedes,1 habitación,2 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
APARTAMENTO -  JACUZZI PRIVADO - 200 MTS LA PLAYA,14 jun. – 18 jun.,Apartamento entero en Cartagena de Indias,https://www.airbnb.com.co/rooms/36108550?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"4.57,54",233000,"4 huéspedes,1 habitación,3 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
"DOUBLE ROOM NEAR TOURIST AREA KITCHEN,AC,WIFI",14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/33611344?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"4.63,83",52560,"2 huéspedes,1 habitación,1 cama,2 baños compartidos,Wifi,Aire acondicionado,Cocina",Cartagena
Comodísima habitación cerca a playa y aeropuerto,14 jun. – 18 jun.,Habitación de hotel boutique en Cartagena,https://www.airbnb.com.co/rooms/29241817?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"4.81,62",102000,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado",Cartagena
Apto de lujo para relax o trabajo. Cartagena,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/31251635?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"4.85,41",201136,"3 huéspedes,1 habitación,2 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
PRIVATE and Comfortable Charming Studio. AC/WIFI.,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/12254439?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"4.48,182",78428,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
LINDA HABITACIÓN LUMINOSA Y FRESCA,14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/46924749?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"5.0,10",50808,"2 huéspedes,1 habitación,1 cama,1,5 baños compartidos,Wifi,Cocina",Cartagena
Casa Azul 2 💙 El Espinal,14 jun. – 18 jun.,Casa entera en Cartagena,https://www.airbnb.com.co/rooms/46914075?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=429adf1b-0971-4f91-87cb-1ed1e72bd9ce,"5.0,7",245510,"4 huéspedes,1 habitación,1 cama,1,5 baños,Wifi,Aire acondicionado,Cocina",Cartagena
Apartamento Dos Habitaciones,14 jun. – 18 jun.,"Apartamento entero en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/40700222?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=7cc63478-3597-4b7f-a75e-b9b3e18b7cd8,"4.86,21",99193,"4 huéspedes,2 habitaciones,3 camas,1 baño,Wifi,Aire acondicionado,Cocina",Santa Marta 
"habitación frente al mar, centro histórico 400",14 jun. – 18 jun.,"Apartamento entero en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/33587513?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=7cc63478-3597-4b7f-a75e-b9b3e18b7cd8,"4.55,42",70080,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi",Santa Marta 
"habitación, frente al mar centro histórico 408",14 jun. – 18 jun.,"Apartamento entero en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/30740136?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=7cc63478-3597-4b7f-a75e-b9b3e18b7cd8,"4.58,154",67452,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi",Santa Marta 
Apartaestudio 605A en el Rodadero,14 jun. – 18 jun.,Apartamento entero con servicios incluidos en Gaira,https://www.airbnb.com.co/rooms/48070309?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=7cc63478-3597-4b7f-a75e-b9b3e18b7cd8,"4.25,4",109500,"2 huéspedes,Estudio,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Santa Marta 
Hotel Suite Boutique El Cactus (Suite Deluxe5),14 jun. – 18 jun.,"Loft entero en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/22337686?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=7cc63478-3597-4b7f-a75e-b9b3e18b7cd8,"4.91,32",187000,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Santa Marta 
International and free spirit apartment,14 jun. – 18 jun.,"Apartamento entero en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/17083546?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=7cc63478-3597-4b7f-a75e-b9b3e18b7cd8,"4.52,49",59952,"2 huéspedes,1 habitación,2 camas,1 baño,Wifi,Aire acondicionado,Cocina",Santa Marta 
HERMOSO APARTAMENTO LOFT,14 jun. – 18 jun.,"Apartamento entero en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/36275117?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=7cc63478-3597-4b7f-a75e-b9b3e18b7cd8,"4.87,61",177090,"4 huéspedes,1 habitación,3 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Santa Marta 
FLAMINGO,14 jun. – 18 jun.,"Habitación privada en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/37747265?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=7cc63478-3597-4b7f-a75e-b9b3e18b7cd8,"4.36,11",129064,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Piscina,Cocina",Santa Marta 
Apartaestudio Rodadero BFR-609,14 jun. – 18 jun.,Loft entero en Gaira,https://www.airbnb.com.co/rooms/20235833?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=7cc63478-3597-4b7f-a75e-b9b3e18b7cd8,"4.78,110",136177,"4 huéspedes,1 habitación,2 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Santa Marta 
"Santa Marta Sector Irotama 
Entre Sierra y el Mar",14 jun. – 18 jun.,"Apartamento entero en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/28391086?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=7cc63478-3597-4b7f-a75e-b9b3e18b7cd8,"4.89,74",218180,"4 huéspedes,1 habitación,2 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Santa Marta 
Stunning studio in Parque de los Novios,14 jun. – 18 jun.,"Loft entero en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/30656331?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=7cc63478-3597-4b7f-a75e-b9b3e18b7cd8,"4.45,54",189598,"3 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Santa Marta 
Terrazas Tayrona Vista al Mar 4pax LFDO,14 jun. – 18 jun.,"Apartamento entero en Santa Marta, Rodadero",https://www.airbnb.com.co/rooms/25831368?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=7cc63478-3597-4b7f-a75e-b9b3e18b7cd8,"4.88,8",176900,"4 huéspedes,1 habitación,2 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Santa Marta 
Cabaña Annapurna en Taganga,14 jun. – 18 jun.,"Bungalow entero en Taganga, Santa Marta",https://www.airbnb.com.co/rooms/17171277?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=7cc63478-3597-4b7f-a75e-b9b3e18b7cd8,"4.70,74",93440,"5 huéspedes,2 habitaciones,3 camas,1 baño,Wifi,Aire acondicionado,Cocina",Santa Marta 
Private room #3 in spacious colonial house,14 jun. – 18 jun.,"Habitación de hotel en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/29592334?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=7cc63478-3597-4b7f-a75e-b9b3e18b7cd8,"4.81,54",90000,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Santa Marta 
204 Cheerful Loft in Downtown Santa Marta,14 jun. – 18 jun.,"Apartamento entero en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/40699948?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=7cc63478-3597-4b7f-a75e-b9b3e18b7cd8,"4.78,18",106801,"3 huéspedes,1 habitación,2 camas,1 baño,Wifi,Aire acondicionado,Cocina",Santa Marta 
NUEVO en RODADERO. Acogedor. biopolitan aptos.,14 jun. – 18 jun.,"Conjunto residencial entero en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/35385793?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=7cc63478-3597-4b7f-a75e-b9b3e18b7cd8,"4.55,85",179508,"7 huéspedes,2 habitaciones,5 camas,2,5 baños,Wifi,Aire acondicionado,Piscina,Cocina",Santa Marta 
Private lovely room to enjoy Santa Marta.,14 jun. – 18 jun.,"Habitación privada en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/17382546?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=7cc63478-3597-4b7f-a75e-b9b3e18b7cd8,"4.82,102",43800,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Cocina",Santa Marta 
