title,date,reference,url,calificacion,precio,contains,ciudad
Cozy flat with chimney,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/25263713?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=0199d355-dfa9-4e0e-abe3-f9b1218007a5,"4.81,36",84277,"3 huéspedes,1 habitación,2 camas,1 baño,Wifi,Cocina,Lavadora",Bogotá
"Nueva apertura, Apartasuite  Palermo Home",14 jun. – 18 jun.,Habitación de hotel en Bogotá,https://www.airbnb.com.co/rooms/48507351?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=0199d355-dfa9-4e0e-abe3-f9b1218007a5,,81760,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Lavadora",Bogotá
"Excellent location, private apartment",14 jun. – 18 jun.,Apartamento entero en Bogota ,https://www.airbnb.com.co/rooms/27836056?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=0199d355-dfa9-4e0e-abe3-f9b1218007a5,"4.90,53",72180,"4 huéspedes,2 habitaciones,3 camas,2 baños,Wifi,Cocina,Lavadora",Bogotá
Apartamento sobre la calle 100 cerca al WTC,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/30863373?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=0199d355-dfa9-4e0e-abe3-f9b1218007a5,"4.84,19",95960,"3 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Aparta estudio tipo Cabaña,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/43614758?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=0199d355-dfa9-4e0e-abe3-f9b1218007a5,"4.70,10",87600,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
Hermoso Apartaestudio en el corazón de Bogotá,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/37198761?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=0199d355-dfa9-4e0e-abe3-f9b1218007a5,"4.84,25",79424,"3 huéspedes,1 habitación,2 camas,1 baño,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Apto vacacionales Maria place,14 jun. – 18 jun.,Casa de campo entera en San Andrés,https://www.airbnb.com.co/rooms/34063657?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=344be089-e14d-40d8-8755-e05f63607ce6,"5.0,9",102128,"5 huéspedes,2 habitaciones,4 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Playas de spratt bight,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/48704146?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=344be089-e14d-40d8-8755-e05f63607ce6,,248548,"4 huéspedes,1 habitación,3 camas,1 baño privado,Aire acondicionado",San Andres
Zaboka San Andres Islas - Como estar en casa,14 jun. – 18 jun.,Habitación en un apartahotel en San Andrés,https://www.airbnb.com.co/rooms/40539968?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=344be089-e14d-40d8-8755-e05f63607ce6,"5.0,10",145136,"2 huéspedes,1 habitación,1 cama,1 baño privado,Aire acondicionado,Cocina,Wifi",San Andres
Apartamentos Yinnam Arrieta 301,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/12846105?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=344be089-e14d-40d8-8755-e05f63607ce6,"4.65,17",140160,"5 huéspedes,2 habitaciones,3 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Etiana's Place I,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/18387023?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=344be089-e14d-40d8-8755-e05f63607ce6,"4.85,27",165878,"2 huéspedes,1 habitación,1 cama,1 baño,Aire acondicionado",San Andres
Apartamento en el Centro muy cerca a la Playa,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/48472299?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=344be089-e14d-40d8-8755-e05f63607ce6,,116800,"4 huéspedes,2 habitaciones,2 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Apartaestudio con cocina y  solo  ventilador,14 jun. – 18 jun.,Loft entero en San Andrés,https://www.airbnb.com.co/rooms/45560556?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=344be089-e14d-40d8-8755-e05f63607ce6,,140000,"4 huéspedes,1 habitación,3 camas,1 baño,Cocina,Wifi",San Andres
Habitación Superior,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/29942376?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=344be089-e14d-40d8-8755-e05f63607ce6,"4.83,6",210240,"3 huéspedes,1 habitación,3 camas,1 baño privado,Aire acondicionado,Wifi",San Andres
Al Hamra - Habitacion Double 2,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/39069295?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=344be089-e14d-40d8-8755-e05f63607ce6,,151840,"2 huéspedes,1 habitación,1 cama,1 baño,Aire acondicionado,Wifi",San Andres
"Our Place, Estudio 2",14 jun. – 18 jun.,Loft entero en San Andrés y Providencia,https://www.airbnb.com.co/rooms/24357577?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=344be089-e14d-40d8-8755-e05f63607ce6,"5.0,10",186880,"2 huéspedes,Estudio,1 cama,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
LOFT PARA ESTRENAR HERMOSO ATARDECER,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/46313182?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=0199d355-dfa9-4e0e-abe3-f9b1218007a5,"4.86,7",130580,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
Acojedor Apto - Barrio Macarena,14 jun. – 18 jun.,Conjunto residencial entero en Bogotá,https://www.airbnb.com.co/rooms/33198097?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=0199d355-dfa9-4e0e-abe3-f9b1218007a5,"4.92,50",107220,"4 huéspedes,1 habitación,2 camas,1,5 baños,Wifi,Cocina,Lavadora",Bogotá
Vista espectacular,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/42563793?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=0199d355-dfa9-4e0e-abe3-f9b1218007a5,"4.68,22",113690,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina",Bogotá
Lindo Apartamento Centro Internacional,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/38374875?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=0199d355-dfa9-4e0e-abe3-f9b1218007a5,"4.92,25",87965,"3 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
Small apartment very well furnished,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/10312793?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=0199d355-dfa9-4e0e-abe3-f9b1218007a5,"4.88,41",110452,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Moderno y bien iluminado apartamento en Chicó,14 jun. – 18 jun.,Conjunto residencial entero en Bogotá,https://www.airbnb.com.co/rooms/38347873?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=0199d355-dfa9-4e0e-abe3-f9b1218007a5,"4.91,33",165454,"3 huéspedes,1 habitación,2 camas,1,5 baños,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
El Mejor lugar en Bogotá,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/37252248?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=0199d355-dfa9-4e0e-abe3-f9b1218007a5,"4.86,59",117312,"4 huéspedes,2 habitaciones,2 camas,1,5 baños,Wifi,Cocina",Bogotá
Apartamento Nor-occidente bog excelente ubicación,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/31334716?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=0199d355-dfa9-4e0e-abe3-f9b1218007a5,"4.81,16",61760,"4 huéspedes,2 habitaciones,2 camas,1 baño,Wifi,Cocina,Lavadora",Bogotá
"Apartamento Corferias, embajada EEUU, Aeropuerto",14 jun. – 18 jun.,Apartamento entero con servicios incluidos en Bogotá,https://www.airbnb.com.co/rooms/45411736?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=0199d355-dfa9-4e0e-abe3-f9b1218007a5,"4.88,8",85321,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
Habitación Bergamo,14 jun. – 18 jun.,Habitación de hostal en Cartagena,https://www.airbnb.com.co/rooms/39176752?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,"3.80,10",68750,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Cocina",Cartagena
Charming at Plaza Fernandez de Madrid 301-B,14 jun. – 18 jun.,Loft entero en Cartagena,https://www.airbnb.com.co/rooms/23309866?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,"4.73,103",147376,"3 huéspedes,1 habitación,2 camas,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
Vista Marina 2C Playa Azul,14 jun. – 18 jun.,Conjunto residencial entero en Cartagena,https://www.airbnb.com.co/rooms/10399867?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,"4.71,35",280974,"4 huéspedes,1 habitación,2 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
"Private confortable Room, 8 min from walled city",14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/48560439?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,,58400,"2 huéspedes,1 habitación,1 baño privado,Wifi,Aire acondicionado,Cocina",Cartagena
Habitacion Pareja Cerca Al Centro  En Cartagena,14 jun. – 18 jun.,Habitación en un apartahotel en Cartagena,https://www.airbnb.com.co/rooms/28392706?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,"4.75,84",146000,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
"Quite Sunset View Apartment, Palmetto Sunset",14 jun. – 18 jun.,Apartamento entero con servicios incluidos en Cartagena,https://www.airbnb.com.co/rooms/30764050?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,"4.70,65",308350,"4 huéspedes,1 habitación,3 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
"Apartamento en Cartagena, Espectacular Vista",14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/47535188?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,"4.67,6",212012,"4 huéspedes,1 habitación,2 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
2704 Morros City - Espectacular apto frente al mar,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/36611313?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,"4.76,49",335632,"4 huéspedes,1 habitación,2 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Habitación para descansar o estadía por trabajo,14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/41048254?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,,65453,"2 huéspedes,1 habitación,1 cama,1 baño compartido,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Habitación doble en Hostal con baño privado /AC,14 jun. – 18 jun.,Habitación privada en CO,https://www.airbnb.com.co/rooms/32039741?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,"4.22,9",88000,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado",Cartagena
Apartamento Moderno Con Balcón - Piso 14,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/47136917?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,,175500,"6 huéspedes,1 habitación,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Casa de Playa en Cartagena | Disfruta de unas vacaciones paradisíacas surrealistas | Casa Paraiso,14 jun. – 18 jun.,Departamento entero en Cartagena,https://www.airbnb.com.co/rooms/39606555?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,"4.53,19",120632,"6 huéspedes,1 habitación,4 camas,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
MARY MAR 301,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/35486034?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,"4.92,59",115632,"5 huéspedes,2 habitaciones,3 camas,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
"Suite 1 en Bocagrande, Cerca de todo.",14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/28056486?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,"4.0,10",100622,"4 huéspedes,1 habitación,3 camas,1 baño privado,Wifi,Aire acondicionado,Cocina",Cartagena
★ Stylish Apartment In The Heart of Cartagena ★,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/35505265?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,"4.36,11",147376,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
Apto con vista al Mar Caribe cerca de todo!!!,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/48286862?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,,188980,"6 huéspedes,3 habitaciones,3 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Hermosa vista al mar cerca de todo! El Cabrero,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/38799391?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,"4.25,16",169734,"3 huéspedes,2 habitaciones,2 camas,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
"Comfortable room, Cartagena perfect for long stays",14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/27259991?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,"4.75,97",64122,"2 huéspedes,1 habitación,1 cama,1 baño compartido,Wifi,Aire acondicionado,Cocina",Cartagena
Habitacion2 Baño Privado- Entrada Independiente,14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/18148752?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,"4.60,123",57765,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado",Cartagena
★ Hotel Boutique Casa La Factoría  1 bed ♡Old City,14 jun. – 18 jun.,Habitación de hotel en Cartagena,https://www.airbnb.com.co/rooms/37352634?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c421d53b-7925-48a5-81e7-1ecab9cd49ac,"4.84,58",461555,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Piscina",Cartagena
APARTAESTUDIO CON COCINA,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/47831223?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,,105120,"2 huéspedes,Estudio,2 camas,1 baño privado,Aire acondicionado,Cocina",San Andres
Miss Margarita's House,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/18007732?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,"4.93,97",153556,"3 huéspedes,1 habitación,2 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
El RINCON DE NESS,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/48157037?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,,245280,"4 huéspedes,1 habitación,1 cama,1,5 baños,Aire acondicionado,Cocina,Wifi",San Andres
HIBISCUS HOUSE H2,14 jun. – 18 jun.,Suite de invitados entera en CO,https://www.airbnb.com.co/rooms/31809761?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,"4.79,24",211500,"3 huéspedes,1 habitación,2 camas,1 baño",San Andres
Habitación NORTH WIND,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/35456837?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,"4.82,11",163520,"2 huéspedes,1 habitación,1 cama,1 baño privado,Aire acondicionado,Wifi",San Andres
Casa San Miguel - Tranquilo lugar frente al mar.,14 jun. – 18 jun.,Casa de campo entera en San Andrés,https://www.airbnb.com.co/rooms/27750457?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,"4.90,10",165878,"3 huéspedes,1 habitación,1 cama,2 baños,Aire acondicionado,Cocina",San Andres
"Alojamiento sobre la playa para 2 + desayuno ,SAI.",14 jun. – 18 jun.,Habitación privada en San Andres,https://www.airbnb.com.co/rooms/41979418?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,,338720,"2 huéspedes,1 habitación,1 cama,1 baño privado,Aire acondicionado,Wifi",San Andres
Al Hamra - Habitacion Double 1,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/38295771?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,"4.33,3",151840,"2 huéspedes,1 habitación,1 cama,1 baño privado,Aire acondicionado,Wifi",San Andres
Alojamiento Frente al aeropuerto. Hab. 102,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/45206914?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,,128480,"6 huéspedes,1 habitación,2 camas,1 baño privado,Aire acondicionado,Wifi",San Andres
APTO GIRASOLES MARTICA 2 (CENTRO),14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/38603486?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,"4.88,8",163520,"3 huéspedes,1 habitación,2 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Palmare House 3,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/27980247?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,"4.80,6",138664,"4 huéspedes,1 habitación,2 camas,1 baño privado,Aire acondicionado,Wifi",San Andres
Santuario 504 -  Loft # 3,14 jun. – 18 jun.,Adosado entero en San Andrés,https://www.airbnb.com.co/rooms/31959996?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,"4.95,37",315360,"3 huéspedes,1 habitación,2 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
SUMMER HOUSE INN SAN ANDRÉS HAB 201,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/17574127?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,"4.74,23",233600,"5 huéspedes,1 habitación,3 camas,1 baño privado,Aire acondicionado,Cocina,Wifi",San Andres
Cabañas Completa Cerca al Mar! 20,14 jun. – 18 jun.,Choza en San Andrés,https://www.airbnb.com.co/rooms/48016037?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,,163520,"4 huéspedes,2 habitaciones,3 camas,1 baño,Aire acondicionado,Cocina",San Andres
Apartamentos Villa Real - cute 406,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/17279720?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,"4.45,42",168000,"4 huéspedes,2 habitaciones,4 camas,1,5 baños,Aire acondicionado,Cocina",San Andres
Habitación Quintuple Alojamiento Santa Julia 201,14 jun. – 18 jun.,Habitación de hotel en San Andrés,https://www.airbnb.com.co/rooms/42458900?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,,175059,"5 huéspedes,1 habitación,5 camas,1 baño privado,Aire acondicionado,Wifi",San Andres
APTO GIRASOLES  MARTICA CENTRO,14 jun. – 18 jun.,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/38383623?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,"4.62,21",186880,"7 huéspedes,2 habitaciones,4 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Habitacion Familiar cerca de la playa,14 jun. – 18 jun.,Habitación de hotel en San Andrés,https://www.airbnb.com.co/rooms/45987602?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,,151840,"8 huéspedes,2 habitaciones,8 camas,2 baños,Aire acondicionado,Wifi",San Andres
Habitación Mar,14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/48111297?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,,175200,"2 huéspedes,1 habitación,1 cama,1 baño compartido,Aire acondicionado,Cocina,Wifi",San Andres
Habitación Doble Haines Cay (5 mins de la playa),14 jun. – 18 jun.,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/32310163?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=f64de6b0-de14-4dd4-ab60-0056c82315db,"4.97,29",233600,"2 huéspedes,1 habitación,2 camas,1 baño privado,Aire acondicionado,Wifi",San Andres
"Habitacion doble con balcon, tu casa en Cartagena!",14 jun. – 18 jun.,Habitación de hostal en Cartagena,https://www.airbnb.com.co/rooms/47072418?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,,105120,"2 huéspedes,1 habitación,1 cama,1 baño compartido,Wifi,Aire acondicionado,Cocina",Cartagena
APARTAESTUDIO CARTAGENA DE INDIAS - AEROPUERTO,14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/47077605?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,"4.40,10",100448,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Cocina",Cartagena
Apartamento de 1 habitación en el Centro Histórico,14 jun. – 18 jun.,Conjunto residencial entero en Cartagena,https://www.airbnb.com.co/rooms/32065115?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,"4.85,75",153100,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
Piso 30 Moderno Espectacular Cartagena,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/35613132?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,"4.95,62",280504,"4 huéspedes,1 habitación,3 camas,1,5 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Hollywood Beach Suite Love 103,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/42373339?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=dbd724d4-277d-4a81-8605-4471ea63aa08,,95720,"2 huéspedes,Estudio,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
